Order ID,Order Date,Region,Category,Product Name,Quantity,Price,Sales,Profit
ORD-100688,2023-12-05,South,Furniture,Chair,4,160.17,640.68,136.63
ORD-100689,2023-07-10,West,Office Supplies,Notebook,8,391.58,3132.64,891.84
ORD-100690,2024-04-27,West,Office Supplies,Envelope,3,96.02,288.06,16.07
ORD-100691,2022-06-13,East,Office Supplies,Pen,4,87.62,350.48,26.55
ORD-100692,2022-02-23,North,Furniture,Sofa,7,264.37,1850.59,553.33
ORD-100693,2022-06-22,South,Furniture,Bookcase,7,158.14,1106.98,123.81
ORD-100694,2022-09-26,South,Technology,Mouse,9,420.07,3780.63,216.04
ORD-100695,2024-09-02,East,Office Supplies,Notebook,8,487.62,3900.96,722.25
ORD-100696,2022-10-04,West,Technology,Printer,9,92.63,833.67,166.23
ORD-100697,2024-12-08,West,Office Supplies,Envelope,9,158.28,1424.52,194.86
ORD-100698,2024-06-23,North,Office Supplies,Pen,5,186.06,930.3,106.94
ORD-100699,2024-12-07,North,Technology,Laptop,3,175.22,525.66,87.94
ORD-100700,2023-09-06,West,Furniture,Sofa,1,384.11,384.11,95.83
ORD-100701,2024-02-05,North,Office Supplies,Pen,4,208.81,835.24,158.81
ORD-100702,2024-03-09,South,Technology,Monitor,7,114.19,799.33,55.8
ORD-100703,2023-08-07,East,Office Supplies,Pen,9,405.36,3648.24,559.01
ORD-100704,2023-08-17,South,Furniture,Table,2,320.26,640.52,130.94
ORD-100705,2023-01-20,West,Technology,Printer,6,14.6,87.6,5.47
ORD-100706,2022-07-29,South,Office Supplies,Paper,5,138.25,691.25,158.16
ORD-100707,2022-07-04,South,Office Supplies,Paper,3,12.29,36.87,3.85
ORD-100708,2024-01-31,West,Technology,Keyboard,8,349.98,2799.84,162.21
ORD-100709,2023-06-30,North,Furniture,Table,7,40.34,282.38,47.31
ORD-100710,2022-01-26,West,Furniture,Bookcase,2,487.43,974.86,222.92
ORD-100711,2022-03-10,South,Technology,Mouse,4,233.11,932.44,226.35
ORD-100712,2024-03-07,West,Office Supplies,Pen,5,468.43,2342.15,209.98
ORD-100713,2023-06-03,North,Office Supplies,Paper,8,321.07,2568.56,256.04
ORD-100714,2023-04-29,North,Furniture,Table,7,165.63,1159.41,106.48
ORD-100715,2024-03-21,North,Technology,Printer,4,9.42,37.68,2.28
ORD-100716,2024-01-31,South,Office Supplies,Binder,2,128.12,256.24,44.84
ORD-100717,2022-05-03,East,Office Supplies,Envelope,1,180.98,180.98,16.01
ORD-100718,2024-09-26,South,Office Supplies,Paper,4,161.79,647.16,122.69
ORD-100719,2023-01-31,West,Office Supplies,Notebook,1,346.18,346.18,48.31
ORD-100720,2024-09-20,North,Furniture,Bookcase,8,281.72,2253.76,418.49
ORD-100721,2023-12-14,South,Technology,Monitor,6,367.54,2205.24,262.05
ORD-100722,2022-05-22,South,Office Supplies,Envelope,9,81.74,735.66,91.16
ORD-100723,2024-07-18,East,Technology,Printer,1,389.08,389.08,68.67
ORD-100724,2024-01-16,North,Office Supplies,Pen,10,123.2,1232.0,283.67
ORD-100725,2023-01-24,West,Office Supplies,Envelope,9,343.2,3088.8,745.74
ORD-100726,2023-10-23,East,Furniture,Desk,7,322.25,2255.75,175.08
ORD-100727,2022-09-23,North,Office Supplies,Paper,3,437.38,1312.14,131.9
ORD-100728,2022-03-07,North,Technology,Monitor,10,322.67,3226.7,474.81
ORD-100729,2022-04-11,East,Technology,Printer,6,114.26,685.56,157.31
ORD-100730,2022-06-13,West,Furniture,Table,8,401.5,3212.0,209.34
ORD-100731,2022-04-30,East,Office Supplies,Binder,10,136.58,1365.8,82.17
ORD-100732,2023-03-19,North,Furniture,Bookcase,9,53.07,477.63,110.47
ORD-100733,2023-01-31,South,Office Supplies,Binder,9,330.15,2971.35,572.01
ORD-100734,2022-08-05,West,Furniture,Desk,10,182.19,1821.9,300.03
ORD-100735,2022-12-08,North,Office Supplies,Binder,3,277.23,831.69,146.52
ORD-100736,2023-12-23,West,Office Supplies,Pen,6,277.29,1663.74,497.81
ORD-100737,2023-10-25,West,Technology,Mouse,10,124.16,1241.6,231.44
ORD-100738,2024-01-08,East,Technology,Printer,8,226.51,1812.08,270.49
ORD-100739,2022-02-03,East,Office Supplies,Paper,9,71.87,646.83,176.31
ORD-100740,2023-03-16,South,Furniture,Bookcase,6,15.74,94.44,24.13
ORD-100741,2022-07-13,South,Office Supplies,Notebook,1,232.88,232.88,20.73
ORD-100742,2023-04-23,South,Technology,Keyboard,5,406.48,2032.4,148.32
ORD-100743,2022-06-08,South,Technology,Printer,6,397.49,2384.94,222.34
ORD-100744,2023-09-08,North,Office Supplies,Envelope,1,366.74,366.74,71.17
ORD-100745,2023-12-14,East,Furniture,Chair,7,211.18,1478.26,394.63
ORD-100746,2024-02-23,North,Furniture,Desk,1,155.87,155.87,9.4
ORD-100747,2023-11-01,South,Office Supplies,Envelope,9,350.4,3153.6,278.46
ORD-100748,2024-10-30,West,Office Supplies,Binder,2,114.93,229.86,28.15
ORD-100749,2023-11-20,South,Technology,Monitor,2,240.55,481.1,113.7
ORD-100750,2022-06-24,East,Office Supplies,Binder,7,253.4,1773.8,431.84
ORD-100751,2023-02-10,West,Furniture,Table,8,200.68,1605.44,309.58
ORD-100752,2023-05-12,South,Office Supplies,Envelope,2,136.8,273.6,43.1
ORD-100753,2022-08-19,North,Office Supplies,Envelope,7,214.65,1502.55,205.96
ORD-100754,2023-09-17,North,Technology,Keyboard,3,493.89,1481.67,302.34
ORD-100755,2024-06-21,South,Technology,Printer,1,462.49,462.49,50.12
ORD-100756,2022-06-25,South,Office Supplies,Notebook,2,371.09,742.18,82.21
ORD-100757,2022-01-29,East,Office Supplies,Pen,6,348.43,2090.58,162.69
ORD-100758,2023-11-11,North,Technology,Mouse,4,371.31,1485.24,152.93
ORD-100759,2024-09-16,East,Office Supplies,Envelope,10,366.31,3663.1,312.6
ORD-100760,2024-12-14,West,Office Supplies,Paper,1,131.45,131.45,8.55
ORD-100761,2022-04-19,East,Furniture,Desk,8,329.11,2632.88,137.13
ORD-100762,2022-08-09,East,Technology,Keyboard,1,149.79,149.79,40.57
ORD-100763,2024-11-07,West,Technology,Monitor,2,452.42,904.84,154.88
ORD-100764,2023-01-17,North,Office Supplies,Envelope,4,252.82,1011.28,166.35
ORD-100765,2023-05-22,North,Office Supplies,Paper,9,155.94,1403.46,242.07
ORD-100766,2023-12-12,North,Office Supplies,Pen,6,180.91,1085.46,136.31
ORD-100767,2023-06-12,North,Office Supplies,Notebook,7,445.75,3120.25,791.65
ORD-100768,2023-04-07,East,Furniture,Desk,3,174.18,522.54,77.45
ORD-100769,2024-12-02,West,Furniture,Chair,10,436.99,4369.9,968.5
ORD-100770,2024-05-23,South,Technology,Monitor,5,455.32,2276.6,301.24
ORD-100771,2022-10-11,South,Office Supplies,Pen,10,272.97,2729.7,682.5
ORD-100772,2024-05-30,South,Furniture,Bookcase,3,329.83,989.49,189.2
ORD-100773,2024-12-27,North,Furniture,Bookcase,2,96.15,192.3,49.98
ORD-100774,2024-04-27,East,Furniture,Chair,7,155.16,1086.12,256.76
ORD-100775,2023-01-20,South,Office Supplies,Notebook,2,70.12,140.24,7.93
ORD-100776,2023-04-18,East,Office Supplies,Envelope,10,119.93,1199.3,266.06
ORD-100777,2022-10-02,West,Technology,Laptop,9,423.84,3814.56,637.76
ORD-100778,2024-03-04,South,Office Supplies,Notebook,8,239.55,1916.4,174.29
ORD-100779,2022-01-31,West,Furniture,Chair,5,475.35,2376.75,251.08
ORD-100780,2022-05-16,South,Office Supplies,Pen,3,463.92,1391.76,412.53
ORD-100781,2024-07-26,East,Office Supplies,Binder,4,216.64,866.56,211.49
ORD-100782,2024-03-18,East,Office Supplies,Binder,10,469.87,4698.7,906.77
ORD-100783,2024-12-02,North,Office Supplies,Envelope,2,228.55,457.1,117.36
ORD-100784,2022-03-22,West,Furniture,Table,9,196.76,1770.84,427.29
ORD-100785,2024-06-19,East,Furniture,Table,7,442.78,3099.46,754.47
ORD-100786,2024-05-15,South,Technology,Mouse,5,308.5,1542.5,98.16
ORD-100787,2024-07-14,West,Office Supplies,Pen,2,362.71,725.42,56.8
ORD-100788,2024-03-16,South,Office Supplies,Envelope,7,165.11,1155.77,64.99
ORD-100789,2024-07-20,South,Technology,Printer,2,128.79,257.58,57.42
ORD-100790,2022-07-06,North,Office Supplies,Pen,2,354.58,709.16,147.87
ORD-100791,2024-11-13,West,Furniture,Desk,10,475.13,4751.3,687.37
ORD-100792,2023-11-18,South,Technology,Laptop,10,436.3,4363.0,1159.11
ORD-100793,2022-04-16,South,Furniture,Table,7,157.49,1102.43,256.36
ORD-100794,2022-08-29,South,Technology,Keyboard,3,480.41,1441.23,73.33
ORD-100795,2024-10-16,West,Technology,Laptop,8,274.03,2192.24,112.76
ORD-100796,2024-09-01,South,Technology,Monitor,8,208.02,1664.16,116.24
ORD-100797,2023-07-24,South,Office Supplies,Paper,10,316.17,3161.7,806.33
ORD-100798,2022-10-31,South,Furniture,Chair,1,328.37,328.37,19.43
ORD-100799,2023-11-10,East,Furniture,Desk,2,29.27,58.54,9.03
ORD-100800,2022-12-30,East,Furniture,Table,8,375.92,3007.36,421.17
ORD-100801,2023-10-24,East,Furniture,Chair,6,449.28,2695.68,687.58
ORD-100802,2023-08-23,North,Technology,Printer,8,71.6,572.8,128.11
ORD-100803,2024-12-10,West,Technology,Keyboard,4,349.44,1397.76,283.76
ORD-100804,2024-09-17,North,Furniture,Desk,10,467.28,4672.8,1385.81
ORD-100805,2023-06-16,East,Technology,Mouse,9,289.7,2607.3,536.61
ORD-100806,2024-11-30,West,Furniture,Desk,8,248.79,1990.32,189.03
ORD-100807,2023-02-01,East,Office Supplies,Pen,1,63.51,63.51,10.56
ORD-100808,2024-04-27,West,Furniture,Table,1,170.23,170.23,32.36
ORD-100809,2023-02-17,North,Office Supplies,Pen,5,130.94,654.7,43.84
ORD-100810,2022-01-13,East,Technology,Printer,2,344.49,688.98,93.25
ORD-100811,2022-12-26,North,Office Supplies,Envelope,4,168.6,674.4,90.7
ORD-100812,2022-03-14,West,Office Supplies,Binder,3,243.34,730.02,150.97
ORD-100813,2024-04-27,West,Office Supplies,Notebook,1,418.38,418.38,52.23
ORD-100814,2023-03-03,North,Office Supplies,Notebook,10,344.32,3443.2,860.4
ORD-100815,2023-07-29,South,Technology,Laptop,1,172.88,172.88,24.86
ORD-100816,2023-01-19,West,Office Supplies,Pen,10,62.84,628.4,154.33
ORD-100817,2023-07-11,North,Technology,Keyboard,7,47.96,335.72,90.4
ORD-100818,2023-03-19,East,Technology,Mouse,9,154.65,1391.85,108.64
ORD-100819,2024-06-27,North,Furniture,Table,9,17.34,156.06,26.63
ORD-100820,2023-11-28,South,Office Supplies,Pen,8,367.56,2940.48,531.95
ORD-100821,2024-11-23,North,Technology,Monitor,3,106.57,319.71,18.91
ORD-100822,2022-01-09,North,Technology,Printer,5,466.51,2332.55,517.27
ORD-100823,2024-08-14,East,Office Supplies,Paper,1,56.04,56.04,13.54
ORD-100824,2023-10-02,North,Office Supplies,Notebook,4,163.84,655.36,64.31
ORD-100825,2024-06-22,East,Technology,Printer,2,139.96,279.92,25.02
ORD-100826,2023-02-28,North,Furniture,Chair,9,178.41,1605.69,208.13
ORD-100827,2022-12-17,South,Furniture,Bookcase,2,159.13,318.26,86.9
ORD-100828,2022-09-24,North,Office Supplies,Binder,1,238.01,238.01,52.09
ORD-100829,2022-06-26,North,Furniture,Sofa,7,199.0,1393.0,315.05
ORD-100830,2023-10-02,East,Office Supplies,Binder,6,409.63,2457.78,560.93
ORD-100831,2024-08-11,North,Office Supplies,Envelope,10,70.24,702.4,177.86
ORD-100832,2024-07-22,North,Office Supplies,Binder,5,343.82,1719.1,391.19
ORD-100833,2023-04-04,South,Technology,Mouse,3,431.24,1293.72,264.22
ORD-100834,2023-11-08,South,Technology,Mouse,6,229.38,1376.28,79.23
ORD-100835,2024-09-07,East,Technology,Laptop,8,423.65,3389.2,408.62
ORD-100836,2024-11-06,South,Technology,Printer,2,205.81,411.62,94.08
ORD-100837,2023-09-11,North,Furniture,Bookcase,9,233.18,2098.62,414.76
ORD-100838,2022-11-22,South,Furniture,Desk,8,194.99,1559.92,210.87
ORD-100839,2024-06-10,West,Office Supplies,Envelope,10,394.73,3947.3,734.72
ORD-100840,2024-09-23,North,Furniture,Table,2,298.12,596.24,98.81
ORD-100841,2022-12-27,West,Office Supplies,Paper,5,478.16,2390.8,161.14
ORD-100842,2023-11-02,West,Furniture,Desk,8,324.27,2594.16,169.58
ORD-100843,2022-10-28,North,Furniture,Table,3,229.22,687.66,84.5
ORD-100844,2023-02-05,West,Office Supplies,Envelope,4,342.35,1369.4,176.86
ORD-100845,2023-12-07,West,Office Supplies,Notebook,2,293.45,586.9,119.07
ORD-100846,2023-08-26,South,Office Supplies,Binder,1,187.77,187.77,35.15
ORD-100847,2022-08-13,East,Furniture,Chair,5,433.51,2167.55,235.85
ORD-100848,2023-10-14,West,Office Supplies,Envelope,7,205.99,1441.93,228.97
ORD-100849,2022-10-12,West,Furniture,Table,4,279.93,1119.72,292.06
ORD-100850,2023-08-14,South,Technology,Mouse,3,71.47,214.41,14.57
ORD-100851,2024-06-13,West,Furniture,Table,3,46.91,140.73,29.63
ORD-100852,2023-01-04,West,Technology,Mouse,8,257.16,2057.28,386.79
ORD-100853,2023-04-08,East,Technology,Mouse,3,215.26,645.78,33.49
ORD-100854,2024-04-21,East,Technology,Monitor,9,290.29,2612.61,152.49
ORD-100855,2024-01-25,West,Furniture,Desk,2,292.23,584.46,169.75
ORD-100856,2024-08-10,East,Furniture,Table,9,43.73,393.57,107.24
ORD-100857,2022-06-09,West,Furniture,Table,9,400.06,3600.54,461.32
ORD-100858,2024-08-18,North,Furniture,Bookcase,8,258.77,2070.16,346.35
ORD-100859,2023-12-24,West,Office Supplies,Notebook,5,148.16,740.8,43.58
ORD-100860,2022-05-06,East,Office Supplies,Notebook,8,291.18,2329.44,450.08
ORD-100861,2023-08-11,North,Office Supplies,Notebook,8,45.84,366.72,64.69
ORD-100862,2023-07-30,South,Technology,Keyboard,5,429.64,2148.2,115.04
ORD-100863,2022-11-06,South,Furniture,Desk,8,188.03,1504.24,141.17
ORD-100864,2023-01-06,West,Office Supplies,Pen,9,431.7,3885.3,527.28
ORD-100865,2024-10-12,South,Furniture,Table,7,386.33,2704.31,296.09
ORD-100866,2023-12-08,South,Technology,Monitor,1,322.92,322.92,77.14
ORD-100867,2024-08-08,South,Furniture,Chair,7,240.73,1685.11,284.9
ORD-100868,2024-03-09,West,Office Supplies,Pen,8,135.0,1080.0,197.22
ORD-100869,2024-07-08,East,Technology,Laptop,7,340.85,2385.95,692.98
ORD-100870,2024-12-24,North,Office Supplies,Paper,6,478.31,2869.86,453.28
ORD-100871,2023-07-08,East,Office Supplies,Notebook,5,402.15,2010.75,228.9
ORD-100872,2023-05-11,West,Office Supplies,Binder,10,386.4,3864.0,695.47
ORD-100873,2022-01-22,East,Office Supplies,Pen,1,416.69,416.69,22.08
ORD-100874,2024-07-02,North,Furniture,Desk,6,113.61,681.66,82.36
ORD-100875,2022-07-08,North,Furniture,Chair,1,469.56,469.56,100.56
ORD-100876,2022-09-03,North,Furniture,Desk,2,428.94,857.88,70.76
ORD-100877,2022-08-16,South,Office Supplies,Envelope,3,130.4,391.2,65.23
ORD-100878,2024-05-24,East,Furniture,Sofa,6,132.38,794.28,194.74
ORD-100879,2024-03-06,West,Technology,Laptop,6,498.0,2988.0,342.3
ORD-100880,2022-05-23,West,Technology,Monitor,8,489.81,3918.48,392.5
ORD-100881,2022-08-11,West,Technology,Monitor,3,272.61,817.83,129.06
ORD-100882,2023-06-15,West,Office Supplies,Paper,2,22.26,44.52,3.01
ORD-100883,2022-02-08,West,Office Supplies,Notebook,8,78.68,629.44,132.24
ORD-100884,2022-11-07,East,Furniture,Sofa,6,452.79,2716.74,526.12
ORD-100885,2024-06-12,West,Office Supplies,Binder,7,422.8,2959.6,725.8
ORD-100886,2022-01-07,South,Furniture,Desk,7,477.31,3341.17,850.31
ORD-100887,2023-11-14,East,Technology,Laptop,5,203.3,1016.5,211.5
ORD-100888,2024-12-30,East,Office Supplies,Paper,6,44.83,268.98,44.36
ORD-100889,2022-03-22,South,Technology,Monitor,7,332.06,2324.42,289.9
ORD-100890,2024-09-23,East,Technology,Laptop,2,443.18,886.36,141.37
ORD-100891,2023-01-31,North,Furniture,Table,1,361.27,361.27,71.62
ORD-100892,2023-09-23,North,Technology,Mouse,8,269.3,2154.4,557.05
ORD-100893,2023-11-26,North,Technology,Laptop,1,172.17,172.17,39.64
ORD-100894,2024-12-07,South,Technology,Laptop,8,470.34,3762.72,1006.72
ORD-100895,2022-05-28,South,Office Supplies,Pen,1,369.05,369.05,63.56
ORD-100896,2023-05-13,North,Furniture,Sofa,3,12.11,36.33,7.56
ORD-100897,2022-12-16,West,Technology,Laptop,10,36.66,366.6,93.25
ORD-100898,2022-05-10,South,Furniture,Sofa,4,215.97,863.88,218.46
ORD-100899,2022-09-05,East,Office Supplies,Binder,10,275.21,2752.1,358.87
ORD-100900,2023-11-19,South,Furniture,Chair,2,64.77,129.54,11.05
ORD-100901,2022-12-04,East,Technology,Monitor,8,125.6,1004.8,196.43
ORD-100902,2022-11-20,West,Furniture,Chair,1,440.42,440.42,30.91
ORD-100903,2023-08-05,North,Furniture,Table,7,348.28,2437.96,604.76
ORD-100904,2022-10-21,South,Technology,Monitor,5,263.93,1319.65,201.92
ORD-100905,2023-01-04,North,Furniture,Desk,8,307.96,2463.68,177.4
ORD-100906,2022-01-10,West,Technology,Keyboard,9,121.64,1094.76,86.9
ORD-100907,2024-11-05,East,Office Supplies,Paper,4,234.79,939.16,194.05
ORD-100908,2023-02-01,North,Furniture,Bookcase,2,399.32,798.64,176.75
ORD-100909,2022-11-24,South,Technology,Mouse,1,31.74,31.74,4.48
ORD-100910,2023-11-16,East,Furniture,Sofa,10,403.55,4035.5,966.91
ORD-100911,2022-12-27,North,Furniture,Chair,3,393.82,1181.46,202.34
ORD-100912,2024-06-29,South,Furniture,Chair,10,291.98,2919.8,451.89
ORD-100913,2022-08-14,South,Office Supplies,Notebook,6,117.75,706.5,77.21
ORD-100914,2023-03-28,West,Technology,Monitor,2,238.14,476.28,81.49
ORD-100915,2024-07-20,South,Technology,Monitor,3,196.73,590.19,49.64
ORD-100916,2023-07-07,East,Office Supplies,Pen,4,171.27,685.08,39.75
ORD-100917,2022-10-07,East,Office Supplies,Paper,2,426.57,853.14,140.47
ORD-100918,2023-08-28,South,Furniture,Bookcase,10,82.61,826.1,205.4
ORD-100919,2022-06-27,South,Office Supplies,Pen,7,429.2,3004.4,517.67
ORD-100920,2024-08-05,West,Furniture,Desk,5,12.18,60.9,9.56
ORD-100921,2024-06-08,East,Furniture,Table,10,115.09,1150.9,324.4
ORD-100922,2024-05-05,North,Furniture,Desk,1,24.83,24.83,4.16
ORD-100923,2024-12-23,West,Office Supplies,Paper,7,242.24,1695.68,423.08
ORD-100924,2023-05-08,West,Furniture,Sofa,2,281.45,562.9,29.89
ORD-100925,2022-09-29,South,Office Supplies,Binder,6,151.42,908.52,192.52
ORD-100926,2023-09-17,West,Furniture,Chair,3,353.14,1059.42,280.2
ORD-100927,2024-07-20,North,Office Supplies,Envelope,8,387.06,3096.48,831.56
ORD-100928,2024-08-08,East,Technology,Monitor,1,430.89,430.89,29.16
ORD-100929,2023-08-31,North,Office Supplies,Notebook,7,377.68,2643.76,593.56
ORD-100930,2022-06-15,South,Office Supplies,Envelope,10,441.02,4410.2,1031.72
ORD-100931,2022-04-16,East,Furniture,Desk,2,194.56,389.12,64.73
ORD-100932,2022-12-25,East,Furniture,Bookcase,9,353.91,3185.19,605.79
ORD-100933,2023-05-04,East,Furniture,Table,9,61.21,550.89,93.44
ORD-100934,2023-10-19,South,Office Supplies,Pen,6,449.48,2696.88,474.36
ORD-100935,2022-05-10,North,Technology,Keyboard,6,175.89,1055.34,181.05
ORD-100936,2024-12-25,West,Office Supplies,Paper,9,450.23,4052.07,660.47
ORD-100937,2024-07-26,South,Technology,Laptop,2,44.68,89.36,24.53
ORD-100938,2022-12-04,North,Technology,Laptop,5,60.45,302.25,26.29
ORD-100939,2023-08-24,North,Furniture,Table,7,484.94,3394.58,629.22
ORD-100940,2024-05-10,East,Furniture,Sofa,8,370.17,2961.36,163.97
ORD-100941,2023-04-21,North,Furniture,Chair,9,324.11,2916.99,446.07
ORD-100942,2024-12-21,West,Technology,Keyboard,9,225.4,2028.6,255.65
ORD-100943,2023-06-17,South,Furniture,Bookcase,4,244.7,978.8,286.48
ORD-100944,2023-08-06,East,Furniture,Table,8,478.33,3826.64,783.15
ORD-100945,2023-01-09,East,Furniture,Desk,3,420.47,1261.41,281.57
ORD-100946,2023-05-03,South,Office Supplies,Pen,2,25.37,50.74,6.55
ORD-100947,2024-01-28,East,Furniture,Sofa,3,106.55,319.65,72.49
ORD-100948,2022-10-30,East,Office Supplies,Notebook,6,226.97,1361.82,400.19
ORD-100949,2022-02-21,North,Office Supplies,Notebook,7,465.88,3261.16,789.62
ORD-100950,2022-01-09,South,Technology,Keyboard,9,487.92,4391.28,583.25
ORD-100951,2023-08-17,West,Office Supplies,Notebook,10,335.11,3351.1,837.42
ORD-100952,2022-08-19,East,Office Supplies,Binder,8,450.59,3604.72,305.88
ORD-100953,2022-02-20,East,Office Supplies,Paper,7,310.67,2174.69,228.54
ORD-100954,2022-04-23,East,Technology,Laptop,10,322.45,3224.5,631.54
ORD-100955,2022-02-16,South,Furniture,Bookcase,2,271.51,543.02,87.62
ORD-100956,2023-02-03,West,Office Supplies,Paper,8,162.29,1298.32,261.31
ORD-100957,2022-10-30,West,Furniture,Bookcase,7,187.97,1315.79,188.43
ORD-100958,2023-09-23,East,Technology,Keyboard,8,437.78,3502.24,251.81
ORD-100959,2024-06-25,West,Office Supplies,Binder,5,86.08,430.4,99.85
ORD-100960,2022-06-26,South,Technology,Mouse,3,107.85,323.55,54.57
ORD-100961,2024-02-09,North,Office Supplies,Notebook,2,8.28,16.56,3.47
ORD-100962,2024-08-04,South,Technology,Mouse,10,378.85,3788.5,319.11
ORD-100963,2024-10-01,East,Furniture,Sofa,1,412.29,412.29,51.74
ORD-100964,2024-08-07,West,Office Supplies,Notebook,4,18.29,73.16,3.7
ORD-100965,2022-09-12,West,Technology,Keyboard,5,211.49,1057.45,182.91
ORD-100966,2022-09-02,North,Office Supplies,Pen,5,249.06,1245.3,364.44
ORD-100967,2024-06-12,West,Office Supplies,Notebook,5,315.86,1579.3,266.92
ORD-100968,2024-11-15,East,Office Supplies,Paper,10,13.68,136.8,15.72
ORD-100969,2023-10-17,South,Office Supplies,Paper,8,439.77,3518.16,295.08
ORD-100970,2024-01-10,East,Furniture,Chair,7,319.94,2239.58,646.77
ORD-100971,2024-12-20,East,Furniture,Bookcase,2,259.36,518.72,125.33
ORD-100972,2023-10-23,South,Furniture,Chair,6,414.28,2485.68,549.94
ORD-100973,2022-07-16,East,Technology,Keyboard,9,292.12,2629.08,672.59
ORD-100974,2024-02-03,East,Furniture,Table,8,208.94,1671.52,468.4
ORD-100975,2022-11-13,South,Furniture,Chair,9,114.45,1030.05,100.02
ORD-100976,2024-05-04,North,Office Supplies,Envelope,8,458.44,3667.52,290.25
ORD-100977,2023-12-15,West,Furniture,Chair,5,347.07,1735.35,147.08
ORD-100978,2022-12-19,East,Technology,Printer,5,19.24,96.2,24.4
ORD-100979,2023-04-10,South,Furniture,Table,5,67.05,335.25,27.68
ORD-100980,2022-06-09,North,Furniture,Sofa,1,388.47,388.47,92.97
ORD-100981,2022-03-09,North,Furniture,Table,9,298.62,2687.58,449.55
ORD-100982,2023-09-10,North,Technology,Laptop,1,378.5,378.5,92.96
ORD-100983,2023-01-14,South,Office Supplies,Pen,6,19.48,116.88,10.1
ORD-100984,2023-12-23,East,Office Supplies,Notebook,3,428.29,1284.87,315.05
ORD-100985,2022-07-22,North,Office Supplies,Pen,10,382.81,3828.1,697.52
ORD-100986,2022-12-18,East,Office Supplies,Pen,9,7.14,64.26,14.87
ORD-100987,2024-01-21,West,Furniture,Desk,10,96.64,966.4,211.04
ORD-100988,2024-02-17,East,Furniture,Table,7,111.07,777.49,83.1
ORD-100989,2024-08-12,North,Furniture,Bookcase,2,262.27,524.54,91.25
ORD-100990,2022-06-18,North,Technology,Keyboard,6,249.39,1496.34,218.76
ORD-100991,2024-06-28,East,Technology,Printer,4,279.19,1116.76,136.97
ORD-100992,2024-09-01,North,Technology,Monitor,6,93.75,562.5,168.57
ORD-100993,2024-06-16,West,Technology,Laptop,9,330.98,2978.82,212.25
ORD-100994,2022-07-28,West,Furniture,Sofa,3,37.03,111.09,32.64
ORD-100995,2022-09-09,West,Technology,Monitor,4,419.86,1679.44,388.45
ORD-100996,2024-03-30,East,Technology,Printer,6,240.53,1443.18,289.78
ORD-100997,2022-10-29,East,Technology,Mouse,8,58.48,467.84,52.71
ORD-100998,2022-03-02,South,Technology,Monitor,2,370.21,740.42,190.72
ORD-100999,2024-02-23,South,Technology,Laptop,10,341.21,3412.1,300.89
ORD-101000,2022-06-06,North,Office Supplies,Envelope,9,384.95,3464.55,859.84
ORD-101001,2024-10-01,West,Furniture,Bookcase,9,134.52,1210.68,164.54
ORD-101002,2022-03-06,North,Office Supplies,Envelope,7,440.66,3084.62,246.1
ORD-101003,2024-06-25,West,Technology,Keyboard,8,22.81,182.48,17.19
ORD-101004,2024-10-03,South,Office Supplies,Notebook,7,71.57,500.99,114.69
ORD-101005,2024-08-20,West,Technology,Laptop,8,283.32,2266.56,201.9
ORD-101006,2024-10-10,East,Furniture,Sofa,10,485.58,4855.8,991.72
ORD-101007,2022-05-06,East,Technology,Keyboard,1,297.28,297.28,24.39
ORD-101008,2023-11-30,North,Technology,Keyboard,7,53.19,372.33,50.74
ORD-101009,2022-04-26,East,Technology,Mouse,4,127.57,510.28,108.19
ORD-101010,2023-09-17,North,Office Supplies,Paper,2,172.11,344.22,18.91
ORD-101011,2024-05-15,West,Technology,Laptop,10,259.81,2598.1,403.47
ORD-101012,2023-10-11,North,Furniture,Sofa,7,287.33,2011.31,262.69
ORD-101013,2023-02-26,North,Furniture,Sofa,6,250.88,1505.28,380.63
ORD-101014,2023-09-06,South,Office Supplies,Notebook,6,484.87,2909.22,292.2
ORD-101015,2023-08-12,South,Office Supplies,Paper,5,28.53,142.65,42.66
ORD-101016,2022-07-14,North,Technology,Monitor,10,171.73,1717.3,114.75
ORD-101017,2023-03-06,West,Office Supplies,Binder,6,398.85,2393.1,509.45
ORD-101018,2024-06-05,East,Technology,Printer,9,160.11,1440.99,221.31
ORD-101019,2023-01-05,West,Technology,Printer,1,315.78,315.78,56.54
ORD-101020,2023-03-13,West,Furniture,Desk,8,137.63,1101.04,230.65
ORD-101021,2024-12-05,North,Office Supplies,Binder,4,185.32,741.28,64.44
ORD-101022,2024-04-20,West,Furniture,Bookcase,6,430.79,2584.74,718.0
ORD-101023,2023-07-01,West,Office Supplies,Pen,5,324.79,1623.95,185.31
ORD-101024,2023-05-04,West,Office Supplies,Pen,2,79.23,158.46,9.02
ORD-101025,2024-06-12,West,Technology,Mouse,7,325.23,2276.61,134.89
ORD-101026,2022-03-01,South,Furniture,Bookcase,5,395.89,1979.45,236.43
ORD-101027,2024-09-22,North,Office Supplies,Pen,1,32.39,32.39,8.88
ORD-101028,2022-05-11,East,Technology,Printer,7,448.9,3142.3,684.76
ORD-101029,2023-04-29,South,Furniture,Sofa,2,287.63,575.26,100.71
ORD-101030,2024-10-13,East,Furniture,Desk,2,122.85,245.7,19.8
ORD-101031,2023-04-29,West,Technology,Keyboard,7,112.91,790.37,60.62
